FID,the_geom,NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.141,POINT (22.446666666666665 12.881944444444445),FURA,125255,12.881944,0222648,22.446667,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.142,POINT (22.372777777777777 12.77111111111111),,124616,12.771111,0222222,22.372778,DESTROYED,,2004/2005,0,0,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.143,POINT (22.406388888888888 12.796666666666667),TAWENG,124748,12.796667,0222423,22.406389,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.144,POINT (22.441944444444445 12.86888888888889),KASAR ROS,125208,12.868889,0222631,22.441944,DESTROYED,~150 of ~150,2004,150,150,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.145,POINT (22.436666666666667 12.877222222222223),,125238,12.877222,0222612,22.436667,DESTROYED,~75 of ~75,2004,75,75,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.146,POINT (22.459722222222222 12.885555555555555),,125308,12.885556,0222735,22.459722,DESTROYED,~50 of ~50,2004,50,50,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.147,POINT (22.564722222222223 12.660555555555556),HARAM ALKAWAL,123938,12.660556,0223353,22.564722,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.148,POINT (22.556944444444444 12.655),TAMBELI,123918,12.655,0223325,22.556944,DESTROYED,~50 of ~50,,50,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.149,POINT (22.548333333333332 12.648888888888889),DAR EL SALAM,123856,12.648889,0223254,22.548333,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.150,POINT (22.556944444444444 12.670277777777779),,124013,12.670278,0223325,22.556944,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.151,POINT (25.296666666666667 11.114444444444445),JOGHANA,110652,11.114444,0251748,25.296667,DAMAGED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.152,POINT (25.2825 11.13111111111111),,110752,11.131111,0251657,25.2825,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.153,POINT (25.27027777777778 11.121666666666666),TENDELTI,110718,11.121667,0251613,25.270278,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.154,POINT (25.213055555555556 11.115555555555556),,110656,11.115556,0251247,25.213056,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.155,POINT (25.231944444444444 11.195555555555556),,111144,11.195556,0251355,25.231944,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.156,POINT (25.283333333333335 11.151666666666667),TIGLA,110906,11.151667,0251700,25.283333,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.157,POINT (25.251944444444444 11.1475),BANAYA,110851,11.1475,0251507,25.251944,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.158,POINT (25.22888888888889 11.136944444444444),,110813,11.136944,0251344,25.228889,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.159,POINT (25.264722222222222 11.183055555555555),UMM RABI,111059,11.183056,0251553,25.264722,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.160,POINT (25.29388888888889 11.165277777777778),,110955,11.165278,0251738,25.293889,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.161,POINT (25.316111111111113 11.170555555555556),,111014,11.170556,0251858,25.316111,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.162,POINT (25.325 11.167222222222222),,111002,11.167222,0251930,25.325,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.163,POINT (25.315 11.194444444444445),ABU SULAG,111140,11.194444,0251854,25.315,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.164,POINT (25.319166666666668 11.206666666666667),,111224,11.206667,0251909,25.319167,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.165,POINT (25.293055555555554 11.183333333333334),,111100,11.183333,0251735,25.293056,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.166,POINT (25.27111111111111 11.217222222222222),,111302,11.217222,0251616,25.271111,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.167,POINT (25.2125 11.18),,111048,11.18,0251245,25.2125,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.168,POINT (25.31388888888889 11.084444444444445),,110504,11.084444,0251850,25.313889,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.169,POINT (25.301666666666666 11.088888888888889),,110520,11.088889,0251806,25.301667,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.170,POINT (25.302222222222223 11.081388888888888),,110453,11.081389,0251808,25.302222,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.171,POINT (25.273888888888887 11.078333333333333),,110442,11.078333,0251626,25.273889,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.172,POINT (25.275833333333335 11.081111111111111),,110452,11.081111,0251633,25.275833,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.173,POINT (25.252222222222223 11.073611111111111),,110425,11.073611,0251508,25.252222,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.174,POINT (25.254166666666666 11.128055555555555),,110741,11.128056,0251515,25.254167,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.175,POINT (25.239722222222223 11.113055555555556),,110647,11.113056,0251423,25.239722,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.176,POINT (25.21472222222222 11.126388888888888),,110735,11.126389,0251253,25.214722,DESTROYED,,2006,0,0,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.177,POINT (25.22888888888889 11.198888888888888),,111156,11.198889,0251344,25.228889,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.178,POINT (25.27888888888889 11.150277777777777),,110901,11.150278,0251644,25.278889,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.179,POINT (25.26361111111111 11.149722222222222),,110859,11.149722,0251549,25.263611,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.180,POINT (25.278055555555557 11.140555555555556),,110826,11.140556,0251641,25.278056,DESTROYED,~25 of ~25,,25,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.181,POINT (25.26222222222222 11.155),,110918,11.155,0251544,25.262222,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.182,POINT (25.251944444444444 11.154722222222222),,110917,11.154722,0251507,25.251944,DESTROYED,~75 of ~75,2006,75,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.183,POINT (25.240277777777777 11.154722222222222),,110917,11.154722,0251425,25.240278,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.184,POINT (25.24111111111111 11.126944444444444),,110737,11.126944,0251428,25.241111,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.185,POINT (25.246944444444445 11.119166666666667),,110709,11.119167,0251449,25.246944,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.186,POINT (25.26222222222222 11.113888888888889),,110650,11.113889,0251544,25.262222,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.187,POINT (25.260277777777777 11.099166666666667),,110557,11.099167,0251537,25.260278,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.188,POINT (25.253611111111113 11.098888888888888),,110556,11.098889,0251513,25.253611,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.189,POINT (25.246944444444445 11.095555555555556),,110544,11.095556,0251449,25.246944,DESTROYED,~10 of ~10,2006,10,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.190,POINT (25.248333333333335 11.09388888888889),,110538,11.093889,0251454,25.248333,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.191,POINT (25.310833333333335 11.201944444444445),,111207,11.201944,0251839,25.310833,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.192,POINT (25.306666666666665 11.20111111111111),,111204,11.201111,0251824,25.306667,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.193,POINT (25.29111111111111 11.194166666666666),,111139,11.194167,0251728,25.291111,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.194,POINT (25.295 11.22),,111312,11.22,0251742,25.295,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.195,POINT (25.3275 11.21888888888889),,111308,11.218889,0251939,25.3275,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.196,POINT (25.28472222222222 11.21),,111236,11.21,0251705,25.284722,DESTROYED,~10 of ~10,2006,10,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.197,POINT (25.273611111111112 11.202777777777778),,111210,11.202778,0251625,25.273611,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.198,POINT (25.263055555555557 11.196388888888889),,111147,11.196389,0251547,25.263056,DESTROYED,~10 of ~10,2006,10,10,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.199,POINT (25.266944444444444 11.195833333333333),,111145,11.195833,0251601,25.266944,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.200,POINT (25.255277777777778 11.205),,111218,11.205,0251519,25.255278,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.201,POINT (25.25111111111111 11.209444444444445),,111234,11.209444,0251504,25.251111,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.202,POINT (25.248333333333335 11.213611111111112),,111249,11.213611,0251454,25.248333,DESTROYED,~75 of ~75,2006,75,75,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.203,POINT (25.315277777777776 11.106111111111112),,110622,11.106111,0251855,25.315278,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.204,POINT (25.323055555555555 11.105833333333333),,110621,11.105833,0251923,25.323056,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.205,POINT (25.3 11.1325),,110757,11.1325,0251800,25.3,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.206,POINT (24.364722222222223 11.116388888888888),,110659,11.116389,0242153,24.364722,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.207,POINT (24.363333333333333 11.130555555555556),,110750,11.130556,0242148,24.363333,DESTROYED,~25 of ~25,2008,25,25,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.208,POINT (24.378333333333334 11.114722222222222),,110653,11.114722,0242242,24.378333,DESTROYED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.209,POINT (24.385 11.126944444444444),TIMSA,110737,11.126944,0242306,24.385,DESTROYED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.210,POINT (24.392222222222223 11.123333333333333),,110724,11.123333,0242332,24.392222,DESTROYED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.211,POINT (24.404722222222222 11.13111111111111),BERBERI,110752,11.131111,0242417,24.404722,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.212,POINT (24.411666666666665 11.133888888888889),,110802,11.133889,0242442,24.411667,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.213,POINT (24.415277777777778 11.125),,110730,11.125,0242455,24.415278,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.214,POINT (24.447777777777777 11.122222222222222),,110720,11.122222,0242652,24.447778,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.215,POINT (24.4525 11.126944444444444),ARADEIBA,110737,11.126944,0242709,24.4525,DESTROYED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.216,POINT (24.463333333333335 11.173333333333334),,111024,11.173333,0242748,24.463333,DESTROYED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.217,POINT (24.45916666666667 11.179166666666667),,111045,11.179167,0242733,24.459167,DESTROYED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.218,POINT (24.482222222222223 11.193888888888889),,111138,11.193889,0242856,24.482222,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.219,POINT (24.52638888888889 11.178611111111111),,111043,11.178611,0243135,24.526389,DESTROYED,,2008,0,0,2008,2008,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.220,POINT (24.349166666666665 11.150555555555556),,110902,11.150556,0242057,24.349167,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.221,POINT (24.35 11.19),,111124,11.19,0242100,24.35,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.222,POINT (24.398055555555555 11.195555555555556),SAWWAM,111144,11.195556,0242353,24.398056,NO DAMAGE,Secondary Town,,0,0,0,0,1
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.223,POINT (24.808055555555555 11.118055555555555),,110705,11.118056,0244829,24.808056,NO DAMAGE,~10,,0,10,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.224,POINT (24.71361111111111 11.112222222222222),ABU HUMEIRA,110644,11.112222,0244249,24.713611,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.225,POINT (24.710555555555555 11.217777777777778),ABU SELALA,111304,11.217778,0244238,24.710556,NO DAMAGE,Secondary Town,,0,0,0,0,1
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.226,POINT (24.66638888888889 11.300555555555556),,111802,11.300556,0243959,24.666389,NO DAMAGE,~10,,0,10,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.227,POINT (22.453055555555554 14.28138888888889),RAHA RAHMA,141653,14.281389,0222711,22.453056,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.228,POINT (22.460833333333333 14.268055555555556),TOURA,141605,14.268056,0222739,22.460833,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.229,POINT (22.443333333333335 14.363888888888889),,142150,14.363889,0222636,22.443333,DAMAGED,~10 of ~50,2004,10,50,2004,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.230,POINT (22.464444444444446 14.383611111111112),KURNGI,142301,14.383611,0222752,22.464444,DESTROYED,~25 of ~25,2003/2004,25,25,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.231,POINT (22.478055555555557 14.332222222222223),,141956,14.332222,0222841,22.478056,DAMAGED,~25 of ~50,2003/2004,25,50,2003,2004,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.232,POINT (22.599166666666665 14.053333333333333),KERNOYA,140312,14.053333,0223557,22.599167,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.233,POINT (22.601944444444445 14.078888888888889),HISALISA,140444,14.078889,0223607,22.601944,DAMAGED,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.234,POINT (22.585833333333333 14.068888888888889),,140408,14.068889,0223509,22.585833,DESTROYED,~25 of ~50,2008/2009,25,50,2008,2009,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.235,POINT (22.622222222222224 14.079166666666667),,140445,14.079167,0223720,22.622222,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.236,POINT (22.584444444444443 14.0975),HIJLEAHJAH,140551,14.0975,0223504,22.584444,DAMAGED,~25 of ~150,2006,25,150,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.237,POINT (22.575277777777778 14.133611111111112),,140801,14.133611,0223431,22.575278,DESTROYED,~25 of ~25,,25,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.238,POINT (22.58861111111111 14.150555555555556),ASKANETI,140902,14.150556,0223519,22.588611,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.239,POINT (22.585 14.162222222222223),,140944,14.162222,0223506,22.585,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.240,POINT (22.631944444444443 14.209722222222222),,141235,14.209722,0223755,22.631944,DESTROYED,~100 of ~100,2004/2005,100,100,2004,2005,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.241,POINT (22.618333333333332 14.254166666666666),,141515,14.254167,0223706,22.618333,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.242,POINT (22.623055555555556 14.26388888888889),,141550,14.263889,0223723,22.623056,NO DAMAGE,~50,,0,50,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.243,POINT (22.58972222222222 14.283055555555556),GIMMEZA,141659,14.283056,0223523,22.589722,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.244,POINT (22.593611111111112 14.305833333333334),SANIA,141821,14.305833,0223537,22.593611,NO DAMAGE,~25,,0,25,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.245,POINT (22.570555555555554 14.293055555555556),ABU GUJA,141735,14.293056,0223414,22.570556,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.246,POINT (22.599722222222223 14.335555555555555),,142008,14.335556,0223559,22.599722,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.247,POINT (22.58888888888889 14.34361111111111),BIRDI,142037,14.343611,0223520,22.588889,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.248,POINT (22.575277777777778 14.325833333333334),,141933,14.325833,0223431,22.575278,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.249,POINT (22.559444444444445 14.322777777777778),ANDUSA,141922,14.322778,0223334,22.559444,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.250,POINT (22.573888888888888 14.37),HAJAR TEWAR,142212,14.37,0223426,22.573889,DAMAGED,~25 of ~75,2010,25,75,2010,2010,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.251,POINT (22.600277777777777 14.379444444444445),BATRO,142246,14.379444,0223601,22.600278,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.252,POINT (22.587777777777777 14.395833333333334),,142345,14.395833,0223516,22.587778,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.253,POINT (22.5625 14.387222222222222),ADARIB,142314,14.387222,0223345,22.5625,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.254,POINT (22.553055555555556 14.39611111111111),HAJAR LABEL,142346,14.396111,0223311,22.553056,NO DAMAGE,~200,,0,200,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.255,POINT (22.56138888888889 14.072777777777778),AGARA,140422,14.072778,0223341,22.561389,DESTROYED,~50 of ~50,2009,50,50,2009,2009,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.256,POINT (22.49388888888889 14.088055555555556),ABILI JIAM,140517,14.088056,0222938,22.493889,DAMAGED,~10 of ~50,2006,10,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.257,POINT (22.502777777777776 14.091111111111111),,140528,14.091111,0223010,22.502778,DESTROYED,~25 of ~50,2006,25,50,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.258,POINT (22.54861111111111 14.098055555555556),,140553,14.098056,0223255,22.548611,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.259,POINT (22.53361111111111 14.249444444444444),MAMADA,141458,14.249444,0223201,22.533611,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.260,POINT (22.482222222222223 14.260555555555555),ATMUR,141538,14.260556,0222856,22.482222,NO DAMAGE,~100,,0,100,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.261,POINT (22.520833333333332 14.2675),DOUHOUCH,141603,14.2675,0223115,22.520833,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.262,POINT (22.535833333333333 14.276388888888889),FAYAFI,141635,14.276389,0223209,22.535833,NO DAMAGE,~150,,0,150,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.263,POINT (22.471944444444443 14.286666666666667),SANGIR,141712,14.286667,0222819,22.471944,NO DAMAGE,~150,,0,150,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.264,POINT (22.50722222222222 14.291944444444445),,141731,14.291944,0223026,22.507222,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.265,POINT (22.534444444444446 14.298333333333334),,141754,14.298333,0223204,22.534444,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.266,POINT (22.52888888888889 14.304722222222223),,141817,14.304722,0223144,22.528889,NO DAMAGE,~75,,0,75,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.267,POINT (22.51888888888889 14.307222222222222),,141826,14.307222,0223108,22.518889,NO DAMAGE,,,0,0,0,0,
Sudan_Darfur_DamagedDestroyedVillages_2010Dec.268,POINT (22.49111111111111 14.296944444444444),KAGHIGGUM,141749,14.296944,0222928,22.491111,NO DAMAGE,~50,,0,50,0,0,
